portfolio_id,stock_symbol,stock_name,quantity,stock_sector,purchase_price
PF-FIN-0048,MS,Morgan Stanley,383,Finance,144.67
PF-TEC-0049,CSCO,Cisco Systems Inc.,390,Technology,954.28
PF-TEC-0050,CSCO,Cisco Systems Inc.,228,Technology,257.88
PF-ENE-0034,SLB,SLB (Schlumberger),463,Energy,53.13
PF-ENE-0035,MPC,Marathon Petroleum Corp.,408,Energy,93.62
PF-CON-0035,PG,Procter & Gamble Co.,192,Consumer Goods,651.72
PF-FIN-0049,AXP,American Express Company,272,Finance,623.96
PF-MAT-0045,SHW,Sherwin-Williams Company,406,Materials,278.28
PF-HEA-0033,MDT,Medtronic Plc,41,Healthcare,918.14
PF-CON-0036,WMT,Walmart Inc.,318,Consumer Goods,1027.87
PF-IND-0041,MMM,3M Company,468,Industrials,878.9
PF-FIN-0050,MS,Morgan Stanley,237,Finance,960.48
PF-IND-0042,UPS,United Parcel Service,131,Industrials,1003.59
PF-COM-0040,WBD,Warner Bros. Discovery,239,Communication,1352.8
PF-MAT-0046,APD,Air Products & Chemicals,280,Materials,245.38
PF-IND-0043,BA,Boeing Company,484,Industrials,524.89
PF-REA-0044,AMT,American Tower Corp.,154,Real Estate,962.02
PF-CON-0037,TGT,Target Corporation,354,Consumer Goods,382.65
PF-ENE-0036,SLB,SLB (Schlumberger),102,Energy,1499.07
PF-IND-0044,DE,Deere & Company,55,Industrials,363.44
PF-UTI-0046,WEC,WEC Energy Group,184,Utilities,866.47
PF-MAT-0047,NEM,Newmont Corporation,152,Materials,42.69
PF-REA-0045,EQR,Equity Residential,203,Real Estate,418.98
PF-UTI-0047,PCG,PG&E Corporation,443,Utilities,1031.84
PF-COM-0041,T,AT&T Inc.,499,Communication,83.08
PF-REA-0046,CCI,Crown Castle Inc.,382,Real Estate,750.12
PF-ENE-0037,CVX,Chevron Corporation,398,Energy,1200.3
PF-REA-0047,CCI,Crown Castle Inc.,411,Real Estate,534.96
PF-REA-0048,DLR,Digital Realty Trust,98,Real Estate,935.13
PF-MAT-0048,APD,Air Products & Chemicals,387,Materials,1084.18
PF-REA-0049,EQR,Equity Residential,349,Real Estate,1259.12
PF-REA-0050,O,Realty Income Corporation,50,Real Estate,1356.07
PF-REA-0051,WELL,Welltower Inc.,21,Real Estate,470.31
PF-IND-0045,BA,Boeing Company,18,Industrials,873.56
PF-MAT-0049,MLM,Martin Marietta Materials,68,Materials,144.3
PF-ENE-0038,COP,ConocoPhillips,168,Energy,1123.75
PF-HEA-0034,MDT,Medtronic Plc,103,Healthcare,206.92
PF-UTI-0048,AEP,American Electric Power,449,Utilities,1457.52
PF-UTI-0049,SO,Southern Company,257,Utilities,1371.1
PF-HEA-0035,TMO,Thermo Fisher Scientific,132,Healthcare,1371.93
PF-IND-0046,DE,Deere & Company,496,Industrials,1211.67
PF-COM-0042,T,AT&T Inc.,446,Communication,514.69
PF-TEC-0051,QCOM,Qualcomm Inc.,240,Technology,1444.71
PF-HEA-0036,ABT,Abbott Laboratories,387,Healthcare,1450.09
PF-MAT-0050,APD,Air Products & Chemicals,371,Materials,1014.87
PF-CON-0038,MCD,McDonald's Corporation,496,Consumer Goods,1270.16
PF-UTI-0050,SRE,Sempra Energy,188,Utilities,144.55
PF-CON-0039,MCD,McDonald's Corporation,8,Consumer Goods,404.04
PF-HEA-0037,JNJ,Johnson & Johnson,233,Healthcare,559.19
PF-COM-0043,T,AT&T Inc.,345,Communication,400.62
PF-CON-0040,WMT,Walmart Inc.,422,Consumer Goods,961.44
PF-CON-0041,PEP,PepsiCo Inc.,56,Consumer Goods,1015.51
PF-IND-0047,RTX,Raytheon Technologies,13,Industrials,933.12
PF-UTI-0051,SRE,Sempra Energy,168,Utilities,1373.73
PF-FIN-0051,GS,Goldman Sachs Group,332,Finance,104.19
PF-IND-0048,LMT,Lockheed Martin Corp.,466,Industrials,1054.6
PF-REA-0052,AVB,AvalonBay Communities,210,Real Estate,183.85
PF-TEC-0052,META,Meta Platforms Inc.,485,Technology,65.45
PF-IND-0049,MMM,3M Company,60,Industrials,154.82
PF-UTI-0052,D,Dominion Energy Inc.,70,Utilities,589.08
PF-CON-0042,PEP,PepsiCo Inc.,344,Consumer Goods,1424.58
PF-MAT-0051,NEM,Newmont Corporation,485,Materials,814.89
PF-REA-0053,AMT,American Tower Corp.,381,Real Estate,1092.63
PF-CON-0043,HD,The Home Depot Inc.,336,Consumer Goods,157.54
PF-IND-0050,GE,General Electric Company,316,Industrials,618.09
PF-ENE-0039,XOM,Exxon Mobil Corporation,17,Energy,1038.52
PF-FIN-0052,WFC,Wells Fargo & Company,228,Finance,672.6
PF-FIN-0053,C,Citigroup Inc.,438,Finance,550.4
PF-MAT-0052,SHW,Sherwin-Williams Company,189,Materials,821.25
PF-REA-0054,WELL,Welltower Inc.,184,Real Estate,100.22
PF-ENE-0040,XOM,Exxon Mobil Corporation,98,Energy,1452.63
PF-IND-0051,UPS,United Parcel Service,47,Industrials,997.53
PF-REA-0055,WELL,Welltower Inc.,328,Real Estate,899.75
PF-TEC-0053,GOOGL,Alphabet Inc.,26,Technology,1182.32
PF-FIN-0054,AXP,American Express Company,65,Finance,1182.6
PF-FIN-0055,BAC,Bank of America Corp.,36,Finance,1246.43
PF-UTI-0053,EXC,Exelon Corporation,107,Utilities,883.71
PF-COM-0044,FOX,Fox Corporation,446,Communication,357.17
PF-COM-0045,DIS,The Walt Disney Company,76,Communication,1185.08
PF-REA-0056,PLD,Prologis Inc.,2,Real Estate,423.14
PF-HEA-0038,ABT,Abbott Laboratories,67,Healthcare,814.92
PF-COM-0046,WBD,Warner Bros. Discovery,90,Communication,173.79
PF-TEC-0054,AMZN,Amazon.com Inc.,68,Technology,32.14
PF-COM-0047,TMUS,T-Mobile US Inc.,404,Communication,364.52
PF-ENE-0041,MPC,Marathon Petroleum Corp.,9,Energy,269.63
PF-TEC-0055,TSLA,Tesla Inc.,65,Technology,1115.16
PF-UTI-0054,SO,Southern Company,59,Utilities,1121.04
PF-IND-0052,RTX,Raytheon Technologies,230,Industrials,1169.25
PF-UTI-0055,NEE,NextEra Energy Inc.,304,Utilities,172.49
PF-IND-0053,FDX,FedEx Corporation,114,Industrials,1418.67
PF-TEC-0056,META,Meta Platforms Inc.,373,Technology,1177.01
PF-REA-0057,EQR,Equity Residential,267,Real Estate,459.43
PF-REA-0058,WELL,Welltower Inc.,494,Real Estate,56.41
PF-IND-0054,DE,Deere & Company,434,Industrials,608.41
PF-MAT-0053,SHW,Sherwin-Williams Company,56,Materials,740.5
PF-IND-0055,BA,Boeing Company,38,Industrials,1349.91
PF-ENE-0042,MPC,Marathon Petroleum Corp.,312,Energy,231.02
PF-HEA-0039,PFE,Pfizer Inc.,141,Healthcare,940.23
PF-UTI-0056,ES,Eversource Energy,281,Utilities,1071.11
PF-CON-0044,WMT,Walmart Inc.,306,Consumer Goods,800.53
PF-IND-0056,UPS,United Parcel Service,259,Industrials,912.09
PF-TEC-0057,CSCO,Cisco Systems Inc.,407,Technology,1055.65
PF-REA-0059,AVB,AvalonBay Communities,334,Real Estate,1317.78
PF-UTI-0057,EXC,Exelon Corporation,370,Utilities,1299.58
PF-IND-0057,CAT,Caterpillar Inc.,232,Industrials,1333.26
PF-CON-0045,SBUX,Starbucks Corporation,174,Consumer Goods,1242.85
PF-CON-0046,NKE,NIKE Inc.,213,Consumer Goods,1097.12
PF-ENE-0043,PXD,Pioneer Natural Resources,219,Energy,475.66
PF-FIN-0056,BLK,BlackRock Inc.,192,Finance,1430.85
PF-MAT-0054,SHW,Sherwin-Williams Company,473,Materials,716.66
PF-TEC-0058,AMD,Advanced Micro Devices,426,Technology,137.19
PF-IND-0058,CAT,Caterpillar Inc.,50,Industrials,1119.44
PF-CON-0047,PEP,PepsiCo Inc.,416,Consumer Goods,203.87
PF-TEC-0059,ORCL,Oracle Corporation,301,Technology,1435.37
PF-UTI-0058,SRE,Sempra Energy,169,Utilities,1008.32
PF-CON-0048,SBUX,Starbucks Corporation,182,Consumer Goods,1311.67
PF-COM-0048,VZ,Verizon Communications,217,Communication,1303.46
PF-MAT-0055,VMC,Vulcan Materials Company,27,Materials,1452.91
PF-REA-0060,PLD,Prologis Inc.,160,Real Estate,533.95
PF-UTI-0059,WEC,WEC Energy Group,260,Utilities,326.98
PF-REA-0061,EQR,Equity Residential,247,Real Estate,344.12
PF-TEC-0060,IBM,IBM Corporation,180,Technology,1269.61
PF-CON-0049,PEP,PepsiCo Inc.,59,Consumer Goods,1146.28
PF-UTI-0060,WEC,WEC Energy Group,116,Utilities,1212.76
PF-UTI-0061,SRE,Sempra Energy,499,Utilities,1153.47
PF-REA-0062,SPG,Simon Property Group,315,Real Estate,1015.72
PF-UTI-0062,SRE,Sempra Energy,14,Utilities,917.4
PF-REA-0063,EQR,Equity Residential,425,Real Estate,1043.27
PF-TEC-0061,AMZN,Amazon.com Inc.,93,Technology,417.17
PF-COM-0049,CMCSA,Comcast Corporation,159,Communication,1383.09
PF-ENE-0044,PSX,Phillips 66,4,Energy,280.29
PF-HEA-0040,ABT,Abbott Laboratories,290,Healthcare,989.44
PF-TEC-0062,CRM,Salesforce Inc.,73,Technology,1114.04
PF-TEC-0063,AMZN,Amazon.com Inc.,47,Technology,1121.71
PF-FIN-0057,WFC,Wells Fargo & Company,193,Finance,635.55
PF-ENE-0045,OXY,Occidental Petroleum,81,Energy,561.38
PF-MAT-0056,VMC,Vulcan Materials Company,167,Materials,1167.49
PF-UTI-0063,PCG,PG&E Corporation,306,Utilities,136.59
PF-TEC-0064,TSLA,Tesla Inc.,80,Technology,244.54
PF-REA-0064,SPG,Simon Property Group,26,Real Estate,1014.21
PF-FIN-0058,CB,Chubb Limited,227,Finance,996.29
PF-IND-0059,GE,General Electric Company,311,Industrials,668.65
PF-FIN-0059,CB,Chubb Limited,111,Finance,1134.87
PF-TEC-0065,QCOM,Qualcomm Inc.,177,Technology,650.57
PF-ENE-0046,CVX,Chevron Corporation,348,Energy,1020.94
PF-IND-0060,GE,General Electric Company,270,Industrials,1004.03
PF-TEC-0066,META,Meta Platforms Inc.,113,Technology,598.94
PF-REA-0065,PLD,Prologis Inc.,29,Real Estate,21.45
PF-ENE-0047,SLB,SLB (Schlumberger),485,Energy,324.74
PF-HEA-0041,UNH,UnitedHealth Group,392,Healthcare,390.72
PF-ENE-0048,MPC,Marathon Petroleum Corp.,62,Energy,21.52
PF-COM-0050,T,AT&T Inc.,221,Communication,271.79
PF-CON-0050,WMT,Walmart Inc.,273,Consumer Goods,1058.47
PF-IND-0061,FDX,FedEx Corporation,287,Industrials,1251.7
PF-COM-0051,PARA,Paramount Global,182,Communication,117.39
PF-MAT-0057,IP,International Paper Co.,22,Materials,659.97
PF-IND-0062,UPS,United Parcel Service,472,Industrials,126.02
PF-ENE-0049,PXD,Pioneer Natural Resources,295,Energy,649.63
PF-CON-0051,NKE,NIKE Inc.,364,Consumer Goods,963.81
PF-ENE-0050,COP,ConocoPhillips,59,Energy,613.5
PF-ENE-0051,MPC,Marathon Petroleum Corp.,88,Energy,1203.97
PF-REA-0066,SPG,Simon Property Group,236,Real Estate,1249.72
PF-CON-0052,KO,The Coca-Cola Company,46,Consumer Goods,660.7
PF-TEC-0067,IBM,IBM Corporation,125,Technology,659.16
PF-CON-0053,NKE,NIKE Inc.,269,Consumer Goods,127.18
PF-ENE-0052,EOG,EOG Resources Inc.,382,Energy,515.87
PF-ENE-0053,VLO,Valero Energy Corporation,399,Energy,260.52
PF-UTI-0064,NEE,NextEra Energy Inc.,325,Utilities,179.9
PF-UTI-0065,NEE,NextEra Energy Inc.,100,Utilities,1359.82
PF-ENE-0054,PSX,Phillips 66,180,Energy,1093.79
PF-COM-0052,FOX,Fox Corporation,331,Communication,1224.41
PF-FIN-0060,C,Citigroup Inc.,53,Finance,228.2
PF-FIN-0061,JPM,JPMorgan Chase & Co.,89,Finance,907.57
PF-COM-0053,CMCSA,Comcast Corporation,389,Communication,986.71
PF-HEA-0042,MDT,Medtronic Plc,488,Healthcare,1161.54
PF-IND-0063,MMM,3M Company,238,Industrials,1134.12
PF-COM-0054,CMCSA,Comcast Corporation,297,Communication,678.87
PF-UTI-0066,PCG,PG&E Corporation,330,Utilities,956.59
PF-REA-0067,SPG,Simon Property Group,166,Real Estate,1297.73
PF-REA-0068,O,Realty Income Corporation,162,Real Estate,234.93
PF-TEC-0068,CRM,Salesforce Inc.,241,Technology,668.89
PF-ENE-0055,SLB,SLB (Schlumberger),408,Energy,419.26
PF-TEC-0069,ORCL,Oracle Corporation,181,Technology,765.93
PF-ENE-0056,EOG,EOG Resources Inc.,237,Energy,683.35
PF-TEC-0070,ORCL,Oracle Corporation,189,Technology,1249.23
PF-TEC-0071,ADBE,Adobe Inc.,331,Technology,1297.73
PF-TEC-0072,AMD,Advanced Micro Devices,315,Technology,895.18
PF-CON-0054,COST,Costco Wholesale Corp.,237,Consumer Goods,874.69
PF-COM-0055,TMUS,T-Mobile US Inc.,379,Communication,1344.86
PF-IND-0064,HON,Honeywell International,466,Industrials,1216.63
PF-REA-0069,AVB,AvalonBay Communities,97,Real Estate,489.07
PF-IND-0065,RTX,Raytheon Technologies,257,Industrials,234.78
PF-TEC-0073,ORCL,Oracle Corporation,231,Technology,164.22
PF-ENE-0057,OXY,Occidental Petroleum,366,Energy,135.65
PF-REA-0070,WELL,Welltower Inc.,89,Real Estate,68.32
PF-MAT-0058,FCX,Freeport-McMoRan Inc.,225,Materials,1486.57
PF-UTI-0067,SO,Southern Company,268,Utilities,918.61
PF-CON-0055,KO,The Coca-Cola Company,191,Consumer Goods,1377.73
PF-CON-0056,COST,Costco Wholesale Corp.,210,Consumer Goods,1163.95
PF-MAT-0059,APD,Air Products & Chemicals,307,Materials,88.02
PF-REA-0071,O,Realty Income Corporation,332,Real Estate,508.63
PF-ENE-0058,VLO,Valero Energy Corporation,49,Energy,841.37
PF-CON-0057,COST,Costco Wholesale Corp.,146,Consumer Goods,385.47
PF-REA-0072,EQR,Equity Residential,494,Real Estate,1360.45
PF-HEA-0043,MRK,Merck & Co. Inc.,171,Healthcare,131.44
PF-REA-0073,EQR,Equity Residential,73,Real Estate,1375.95
PF-ENE-0059,EOG,EOG Resources Inc.,496,Energy,987.52
PF-REA-0074,EQR,Equity Residential,201,Real Estate,202.14
PF-MAT-0060,FCX,Freeport-McMoRan Inc.,481,Materials,136.23
PF-UTI-0068,SRE,Sempra Energy,193,Utilities,968.8
PF-ENE-0060,VLO,Valero Energy Corporation,417,Energy,200.41
PF-MAT-0061,NEM,Newmont Corporation,425,Materials,1421.19
PF-MAT-0062,SHW,Sherwin-Williams Company,468,Materials,794.33
PF-REA-0075,WELL,Welltower Inc.,344,Real Estate,640.88
PF-CON-0058,KO,The Coca-Cola Company,10,Consumer Goods,550.27
PF-HEA-0044,BMY,Bristol-Myers Squibb,487,Healthcare,329.15
PF-COM-0056,NFLX,Netflix Inc.,249,Communication,296.09
PF-HEA-0045,UNH,UnitedHealth Group,80,Healthcare,124.98
PF-COM-0057,CHTR,Charter Communications,52,Communication,766.46
PF-UTI-0069,AEP,American Electric Power,428,Utilities,1110.58
PF-UTI-0070,SO,Southern Company,20,Utilities,996.27
PF-COM-0058,NFLX,Netflix Inc.,317,Communication,205.26
PF-CON-0059,WMT,Walmart Inc.,79,Consumer Goods,251.75
PF-MAT-0063,ECL,Ecolab Inc.,395,Materials,940.86
PF-HEA-0046,TMO,Thermo Fisher Scientific,370,Healthcare,662.13
PF-CON-0060,SBUX,Starbucks Corporation,187,Consumer Goods,1017.78
PF-FIN-0062,C,Citigroup Inc.,497,Finance,671.86
PF-ENE-0061,CVX,Chevron Corporation,386,Energy,1125.32
PF-IND-0066,HON,Honeywell International,120,Industrials,805.68
PF-ENE-0062,EOG,EOG Resources Inc.,495,Energy,1214.85
PF-IND-0067,RTX,Raytheon Technologies,463,Industrials,1254.32
PF-CON-0061,PEP,PepsiCo Inc.,348,Consumer Goods,1421.22
PF-IND-0068,BA,Boeing Company,237,Industrials,1156.46
PF-COM-0059,DIS,The Walt Disney Company,196,Communication,759.33
PF-CON-0062,HD,The Home Depot Inc.,495,Consumer Goods,251.47
PF-FIN-0063,JPM,JPMorgan Chase & Co.,411,Finance,910.95
PF-FIN-0064,BLK,BlackRock Inc.,27,Finance,965.36
PF-CON-0063,PEP,PepsiCo Inc.,284,Consumer Goods,1402.1
PF-MAT-0064,NUE,Nucor Corporation,434,Materials,778.7
PF-HEA-0047,JNJ,Johnson & Johnson,146,Healthcare,134.97
PF-HEA-0048,LLY,Eli Lilly and Company,140,Healthcare,679.49
PF-UTI-0071,NEE,NextEra Energy Inc.,76,Utilities,1248.26
PF-TEC-0074,AMD,Advanced Micro Devices,485,Technology,1366.65
PF-COM-0060,FOX,Fox Corporation,231,Communication,1328.1
PF-TEC-0075,AMZN,Amazon.com Inc.,213,Technology,89.35
PF-IND-0069,FDX,FedEx Corporation,192,Industrials,361.31
PF-TEC-0076,INTC,Intel Corporation,192,Technology,344.56
PF-ENE-0063,PXD,Pioneer Natural Resources,477,Energy,157.63
PF-MAT-0065,NUE,Nucor Corporation,333,Materials,509.58
PF-HEA-0049,ABT,Abbott Laboratories,71,Healthcare,67.07
PF-IND-0070,RTX,Raytheon Technologies,357,Industrials,1248.35
PF-COM-0061,CMCSA,Comcast Corporation,362,Communication,708.97
PF-REA-0076,EQIX,Equinix Inc.,3,Real Estate,1359.73
PF-TEC-0077,GOOGL,Alphabet Inc.,132,Technology,331.33
PF-HEA-0050,MRK,Merck & Co. Inc.,281,Healthcare,1410.94
PF-REA-0077,CCI,Crown Castle Inc.,271,Real Estate,640.65
PF-COM-0062,DIS,The Walt Disney Company,148,Communication,364.08
PF-HEA-0051,JNJ,Johnson & Johnson,25,Healthcare,365.27
PF-REA-0078,DLR,Digital Realty Trust,407,Real Estate,937.99
PF-TEC-0078,CRM,Salesforce Inc.,57,Technology,1256.66
PF-IND-0071,MMM,3M Company,306,Industrials,808.72
PF-REA-0079,O,Realty Income Corporation,264,Real Estate,866.82
PF-MAT-0066,NUE,Nucor Corporation,74,Materials,444.0
PF-TEC-0079,AAPL,Apple Inc.,315,Technology,535.7
PF-UTI-0072,WEC,WEC Energy Group,214,Utilities,289.1
PF-MAT-0067,LIN,Linde Plc,44,Materials,789.99
PF-CON-0064,KO,The Coca-Cola Company,35,Consumer Goods,1430.57
PF-UTI-0073,AEP,American Electric Power,260,Utilities,1181.75
PF-IND-0072,FDX,FedEx Corporation,284,Industrials,40.3
PF-IND-0073,RTX,Raytheon Technologies,23,Industrials,957.15
PF-CON-0065,PEP,PepsiCo Inc.,130,Consumer Goods,1123.5
PF-CON-0066,PG,Procter & Gamble Co.,404,Consumer Goods,110.66
PF-FIN-0065,C,Citigroup Inc.,376,Finance,989.09
PF-TEC-0080,IBM,IBM Corporation,396,Technology,877.04
PF-COM-0063,VZ,Verizon Communications,171,Communication,208.78
PF-CON-0067,PG,Procter & Gamble Co.,280,Consumer Goods,514.44
PF-REA-0080,WELL,Welltower Inc.,90,Real Estate,1247.27
PF-MAT-0068,SHW,Sherwin-Williams Company,238,Materials,1471.42
PF-IND-0074,DE,Deere & Company,324,Industrials,281.59
PF-HEA-0052,UNH,UnitedHealth Group,33,Healthcare,1076.91
PF-IND-0075,UPS,United Parcel Service,19,Industrials,447.23
PF-TEC-0081,META,Meta Platforms Inc.,406,Technology,307.21
PF-TEC-0082,META,Meta Platforms Inc.,162,Technology,1400.72
PF-UTI-0074,NEE,NextEra Energy Inc.,204,Utilities,1483.79
PF-UTI-0075,AEP,American Electric Power,243,Utilities,387.44
PF-COM-0064,VZ,Verizon Communications,332,Communication,294.74
PF-CON-0068,PG,Procter & Gamble Co.,442,Consumer Goods,1173.45
PF-REA-0081,AVB,AvalonBay Communities,170,Real Estate,417.09
PF-COM-0065,WBD,Warner Bros. Discovery,189,Communication,661.06
PF-CON-0069,NKE,NIKE Inc.,381,Consumer Goods,665.21
PF-CON-0070,COST,Costco Wholesale Corp.,174,Consumer Goods,1460.85
PF-IND-0076,MMM,3M Company,355,Industrials,751.31
PF-COM-0066,WBD,Warner Bros. Discovery,266,Communication,407.41
PF-TEC-0083,INTC,Intel Corporation,373,Technology,642.5
PF-IND-0077,CAT,Caterpillar Inc.,309,Industrials,1492.7
PF-HEA-0053,BMY,Bristol-Myers Squibb,280,Healthcare,447.71
PF-TEC-0084,IBM,IBM Corporation,41,Technology,498.6
PF-ENE-0064,COP,ConocoPhillips,157,Energy,674.41
PF-MAT-0069,NUE,Nucor Corporation,219,Materials,258.3
PF-IND-0078,BA,Boeing Company,180,Industrials,676.22
PF-MAT-0070,MLM,Martin Marietta Materials,446,Materials,1368.29
PF-REA-0082,EQIX,Equinix Inc.,223,Real Estate,419.09
PF-COM-0067,TMUS,T-Mobile US Inc.,486,Communication,95.46
PF-MAT-0071,LIN,Linde Plc,327,Materials,615.25
PF-UTI-0076,NEE,NextEra Energy Inc.,411,Utilities,1127.35
PF-HEA-0054,LLY,Eli Lilly and Company,488,Healthcare,56.4
PF-REA-0083,CCI,Crown Castle Inc.,348,Real Estate,1174.15
PF-TEC-0085,NVDA,NVIDIA Corporation,65,Technology,110.18
PF-COM-0068,DIS,The Walt Disney Company,331,Communication,555.83
PF-CON-0071,COST,Costco Wholesale Corp.,487,Consumer Goods,855.19
PF-REA-0084,CCI,Crown Castle Inc.,79,Real Estate,1021.8
PF-CON-0072,PEP,PepsiCo Inc.,191,Consumer Goods,671.47
PF-TEC-0086,ADBE,Adobe Inc.,294,Technology,215.17
PF-CON-0073,KO,The Coca-Cola Company,204,Consumer Goods,478.43
PF-ENE-0065,XOM,Exxon Mobil Corporation,128,Energy,1441.17
PF-TEC-0087,AMZN,Amazon.com Inc.,377,Technology,287.21
PF-UTI-0077,DUK,Duke Energy Corporation,199,Utilities,1371.18
PF-HEA-0055,JNJ,Johnson & Johnson,135,Healthcare,1164.7
PF-MAT-0072,FCX,Freeport-McMoRan Inc.,229,Materials,329.71
PF-REA-0085,EQIX,Equinix Inc.,147,Real Estate,1044.03
PF-IND-0079,GE,General Electric Company,103,Industrials,192.73
PF-TEC-0088,ADBE,Adobe Inc.,232,Technology,267.26
PF-MAT-0073,NUE,Nucor Corporation,228,Materials,1495.92
PF-COM-0069,PARA,Paramount Global,350,Communication,1451.67
PF-ENE-0066,PXD,Pioneer Natural Resources,342,Energy,527.66
PF-TEC-0089,CRM,Salesforce Inc.,282,Technology,817.84
PF-ENE-0067,SLB,SLB (Schlumberger),436,Energy,244.68
PF-MAT-0074,FCX,Freeport-McMoRan Inc.,475,Materials,1053.33
PF-HEA-0056,MDT,Medtronic Plc,407,Healthcare,548.62
PF-FIN-0066,GS,Goldman Sachs Group,63,Finance,1477.85
PF-COM-0070,TMUS,T-Mobile US Inc.,72,Communication,362.74
PF-IND-0080,MMM,3M Company,14,Industrials,547.74
PF-UTI-0078,WEC,WEC Energy Group,189,Utilities,706.43
PF-UTI-0079,EXC,Exelon Corporation,67,Utilities,921.8
PF-TEC-0090,AMD,Advanced Micro Devices,34,Technology,470.84
PF-MAT-0075,NUE,Nucor Corporation,369,Materials,723.21
PF-CON-0074,SBUX,Starbucks Corporation,394,Consumer Goods,620.06
PF-UTI-0080,WEC,WEC Energy Group,38,Utilities,196.74
PF-ENE-0068,PXD,Pioneer Natural Resources,329,Energy,120.51
PF-IND-0081,LMT,Lockheed Martin Corp.,349,Industrials,780.87
PF-HEA-0057,PFE,Pfizer Inc.,450,Healthcare,1245.29
PF-UTI-0081,EXC,Exelon Corporation,328,Utilities,885.8
PF-COM-0071,NFLX,Netflix Inc.,495,Communication,202.26
PF-IND-0082,FDX,FedEx Corporation,467,Industrials,1303.64
PF-HEA-0058,JNJ,Johnson & Johnson,266,Healthcare,237.99
PF-HEA-0059,TMO,Thermo Fisher Scientific,83,Healthcare,490.76
PF-MAT-0076,FCX,Freeport-McMoRan Inc.,116,Materials,525.57
PF-UTI-0082,DUK,Duke Energy Corporation,459,Utilities,433.23
PF-TEC-0091,INTC,Intel Corporation,129,Technology,302.49
PF-UTI-0083,EXC,Exelon Corporation,141,Utilities,196.5
PF-ENE-0069,SLB,SLB (Schlumberger),315,Energy,804.88
PF-IND-0083,FDX,FedEx Corporation,329,Industrials,261.27
PF-UTI-0084,ES,Eversource Energy,79,Utilities,265.09
PF-REA-0086,SPG,Simon Property Group,369,Real Estate,1353.98
PF-ENE-0070,OXY,Occidental Petroleum,432,Energy,1386.66
PF-TEC-0092,META,Meta Platforms Inc.,423,Technology,1297.03
PF-TEC-0093,INTC,Intel Corporation,24,Technology,1423.33
PF-COM-0072,NFLX,Netflix Inc.,296,Communication,404.34
PF-FIN-0067,BAC,Bank of America Corp.,393,Finance,862.48
PF-REA-0087,SPG,Simon Property Group,328,Real Estate,55.13
PF-REA-0088,O,Realty Income Corporation,280,Real Estate,441.61
PF-ENE-0071,SLB,SLB (Schlumberger),248,Energy,374.87
PF-COM-0073,PARA,Paramount Global,351,Communication,615.08
PF-IND-0084,UPS,United Parcel Service,38,Industrials,1036.03
PF-HEA-0060,LLY,Eli Lilly and Company,226,Healthcare,629.28
PF-IND-0085,LMT,Lockheed Martin Corp.,105,Industrials,516.89
PF-HEA-0061,ABT,Abbott Laboratories,161,Healthcare,1293.61
PF-ENE-0072,PXD,Pioneer Natural Resources,376,Energy,1482.15
PF-ENE-0073,PSX,Phillips 66,500,Energy,604.09
PF-COM-0074,CMCSA,Comcast Corporation,190,Communication,777.32
PF-TEC-0094,IBM,IBM Corporation,164,Technology,370.19
PF-HEA-0062,JNJ,Johnson & Johnson,137,Healthcare,679.9
PF-HEA-0063,ABT,Abbott Laboratories,50,Healthcare,85.4
PF-CON-0075,COST,Costco Wholesale Corp.,443,Consumer Goods,926.91
PF-FIN-0068,AXP,American Express Company,493,Finance,1299.31
PF-HEA-0064,LLY,Eli Lilly and Company,417,Healthcare,497.88
PF-UTI-0085,WEC,WEC Energy Group,370,Utilities,475.95
PF-COM-0075,CMCSA,Comcast Corporation,82,Communication,752.42
PF-UTI-0086,NEE,NextEra Energy Inc.,240,Utilities,753.15
PF-ENE-0074,EOG,EOG Resources Inc.,255,Energy,44.53
PF-CON-0076,MCD,McDonald's Corporation,259,Consumer Goods,691.27
PF-FIN-0069,C,Citigroup Inc.,111,Finance,879.18
PF-TEC-0095,TSLA,Tesla Inc.,26,Technology,429.22
PF-REA-0089,PLD,Prologis Inc.,452,Real Estate,1265.85
PF-MAT-0077,APD,Air Products & Chemicals,241,Materials,435.77
PF-TEC-0096,MSFT,Microsoft Corporation,434,Technology,170.17
PF-HEA-0065,UNH,UnitedHealth Group,452,Healthcare,404.06
PF-CON-0077,KO,The Coca-Cola Company,392,Consumer Goods,610.85
PF-TEC-0097,META,Meta Platforms Inc.,206,Technology,86.22
PF-UTI-0087,SRE,Sempra Energy,100,Utilities,550.16
PF-ENE-0075,CVX,Chevron Corporation,38,Energy,585.66
PF-IND-0086,HON,Honeywell International,392,Industrials,829.29
PF-REA-0090,SPG,Simon Property Group,349,Real Estate,920.45
PF-HEA-0066,PFE,Pfizer Inc.,500,Healthcare,154.06
PF-CON-0078,PEP,PepsiCo Inc.,407,Consumer Goods,1480.31
PF-UTI-0088,SRE,Sempra Energy,481,Utilities,554.75
PF-HEA-0067,ABT,Abbott Laboratories,102,Healthcare,907.67
PF-CON-0079,NKE,NIKE Inc.,257,Consumer Goods,69.98
PF-TEC-0098,NVDA,NVIDIA Corporation,71,Technology,1073.25
PF-COM-0076,WBD,Warner Bros. Discovery,243,Communication,783.81
PF-HEA-0068,MRK,Merck & Co. Inc.,311,Healthcare,1340.77
PF-HEA-0069,UNH,UnitedHealth Group,168,Healthcare,1397.74
